rota_id,staff_id,start_time,end_time,work_date
378,12,2026-03-24 17:00:00,2026-03-24 21:00:00,2026-03-24
379,1,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
380,2,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
381,3,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
382,4,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
383,5,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
384,6,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
385,7,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
386,8,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
387,9,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
388,10,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
389,11,2026-03-25 09:00:00,2026-03-25 18:00:00,2026-03-25
390,12,2026-03-25 08:00:00,2026-03-25 12:30:00,2026-03-25
391,13,2026-03-25 12:30:00,2026-03-25 17:00:00,2026-03-25
392,12,2026-03-25 17:00:00,2026-03-25 21:00:00,2026-03-25
393,1,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
394,2,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
395,3,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
396,4,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
397,5,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
398,6,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
399,7,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
400,8,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
401,9,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
402,10,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
403,11,2026-03-26 09:00:00,2026-03-26 18:00:00,2026-03-26
404,12,2026-03-26 08:00:00,2026-03-26 12:30:00,2026-03-26
405,13,2026-03-26 12:30:00,2026-03-26 17:00:00,2026-03-26
406,12,2026-03-26 17:00:00,2026-03-26 21:00:00,2026-03-26
407,1,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
408,2,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
409,3,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
410,4,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
411,5,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
412,6,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
413,7,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
414,8,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
415,9,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
416,10,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
417,11,2026-03-27 09:00:00,2026-03-27 18:00:00,2026-03-27
418,12,2026-03-27 08:00:00,2026-03-27 12:30:00,2026-03-27
419,13,2026-03-27 12:30:00,2026-03-27 17:00:00,2026-03-27
420,12,2026-03-27 17:00:00,2026-03-27 21:00:00,2026-03-27
