log_id,ing_id,rota_id,change_amount,created_at
638,1,111,-2,2026-03-05 15:12:00
639,2,111,-2,2026-03-05 15:12:00
640,3,111,-2,2026-03-05 15:12:00
641,1,110,-1,2026-03-05 08:10:00
642,2,110,-1,2026-03-05 08:10:00
643,3,110,-1,2026-03-05 08:10:00
644,5,110,-2,2026-03-05 08:10:00
645,6,110,-2,2026-03-05 08:10:00
646,1,111,-2,2026-03-05 14:17:00
647,2,111,-2,2026-03-05 14:17:00
648,3,111,-2,2026-03-05 14:17:00
649,5,111,-4,2026-03-05 14:17:00
650,6,111,-4,2026-03-05 14:17:00
651,1,111,-2,2026-03-05 14:17:00
652,2,111,-2,2026-03-05 14:17:00
653,7,111,-2,2026-03-05 14:17:00
654,8,111,-4,2026-03-05 14:17:00
655,6,111,-2,2026-03-05 14:17:00
656,1,111,-2,2026-03-05 14:17:00
657,2,111,-2,2026-03-05 14:17:00
658,3,111,-2,2026-03-05 14:17:00
659,4,111,-4,2026-03-05 14:17:00
660,1,111,-2,2026-03-05 14:45:00
661,2,111,-2,2026-03-05 14:45:00
662,1,111,-1,2026-03-05 14:45:00
663,2,111,-1,2026-03-05 14:45:00
664,7,111,-1,2026-03-05 14:45:00
665,8,111,-2,2026-03-05 14:45:00
666,6,111,-1,2026-03-05 14:45:00
667,1,111,-1,2026-03-05 14:45:00
668,2,111,-1,2026-03-05 14:45:00
669,1,112,-2,2026-03-05 18:33:00
670,2,112,-2,2026-03-05 18:33:00
671,7,112,-2,2026-03-05 18:33:00
672,8,112,-4,2026-03-05 18:33:00
673,6,112,-2,2026-03-05 18:33:00
674,1,124,200,2026-03-06 08:00:00
675,2,124,200,2026-03-06 08:00:00
676,3,124,200,2026-03-06 08:00:00
677,4,124,200,2026-03-06 08:00:00
678,5,124,200,2026-03-06 08:00:00
679,6,124,200,2026-03-06 08:00:00
680,7,124,200,2026-03-06 08:00:00
681,8,124,200,2026-03-06 08:00:00
682,1,126,-1,2026-03-06 19:56:00
683,2,126,-1,2026-03-06 19:56:00
684,3,126,-1,2026-03-06 19:56:00
685,5,126,-2,2026-03-06 19:56:00
686,6,126,-2,2026-03-06 19:56:00
687,1,124,-2,2026-03-06 11:17:00
688,2,124,-2,2026-03-06 11:17:00
689,7,124,-2,2026-03-06 11:17:00
690,8,124,-4,2026-03-06 11:17:00
691,6,124,-2,2026-03-06 11:17:00
692,1,124,-1,2026-03-06 11:17:00
693,2,124,-1,2026-03-06 11:17:00
694,3,124,-1,2026-03-06 11:17:00
695,5,124,-2,2026-03-06 11:17:00
696,6,124,-2,2026-03-06 11:17:00
697,1,124,-2,2026-03-06 11:17:00
698,2,124,-2,2026-03-06 11:17:00
699,3,124,-2,2026-03-06 11:17:00
700,1,125,-2,2026-03-06 15:58:00
701,2,125,-2,2026-03-06 15:58:00
702,1,125,-2,2026-03-06 15:58:00
703,2,125,-2,2026-03-06 15:58:00
704,3,125,-2,2026-03-06 15:58:00
705,1,125,-1,2026-03-06 15:58:00
706,2,125,-1,2026-03-06 15:58:00
707,3,125,-1,2026-03-06 15:58:00
708,5,125,-2,2026-03-06 15:58:00
709,6,125,-2,2026-03-06 15:58:00
710,1,124,-1,2026-03-06 10:35:00
711,2,124,-1,2026-03-06 10:35:00
712,3,124,-1,2026-03-06 10:35:00
713,4,124,-2,2026-03-06 10:35:00
714,1,124,-1,2026-03-06 10:35:00
715,2,124,-1,2026-03-06 10:35:00
716,1,124,-2,2026-03-06 08:01:00
717,2,124,-2,2026-03-06 08:01:00
718,3,124,-2,2026-03-06 08:01:00
719,1,126,-1,2026-03-06 20:17:00
720,2,126,-1,2026-03-06 20:17:00
721,7,126,-1,2026-03-06 20:17:00
722,8,126,-2,2026-03-06 20:17:00
723,6,126,-1,2026-03-06 20:17:00
724,1,126,-2,2026-03-06 20:17:00
725,2,126,-2,2026-03-06 20:17:00
726,3,126,-2,2026-03-06 20:17:00
727,4,126,-4,2026-03-06 20:17:00
728,1,126,-1,2026-03-06 20:17:00
729,2,126,-1,2026-03-06 20:17:00
730,1,124,-1,2026-03-06 11:12:00
731,2,124,-1,2026-03-06 11:12:00
732,7,124,-1,2026-03-06 11:12:00
733,8,124,-2,2026-03-06 11:12:00
734,6,124,-1,2026-03-06 11:12:00
735,1,125,-2,2026-03-06 15:48:00
736,2,125,-2,2026-03-06 15:48:00
737,3,125,-2,2026-03-06 15:48:00
738,4,125,-4,2026-03-06 15:48:00
739,1,125,-2,2026-03-06 15:48:00
740,2,125,-2,2026-03-06 15:48:00
741,3,125,-2,2026-03-06 15:48:00
742,4,125,-4,2026-03-06 15:48:00
743,1,124,-1,2026-03-06 08:07:00
744,2,124,-1,2026-03-06 08:07:00
745,3,124,-1,2026-03-06 08:07:00
746,4,124,-2,2026-03-06 08:07:00
747,1,124,-2,2026-03-06 08:07:00
748,2,124,-2,2026-03-06 08:07:00
749,7,124,-2,2026-03-06 08:07:00
750,8,124,-4,2026-03-06 08:07:00
751,6,124,-2,2026-03-06 08:07:00
752,1,124,-1,2026-03-06 08:07:00
753,2,124,-1,2026-03-06 08:07:00
754,1,126,-2,2026-03-06 20:31:00
755,2,126,-2,2026-03-06 20:31:00
756,7,126,-2,2026-03-06 20:31:00
757,8,126,-4,2026-03-06 20:31:00
758,6,126,-2,2026-03-06 20:31:00
759,1,126,-1,2026-03-06 20:31:00
760,2,126,-1,2026-03-06 20:31:00
761,3,126,-1,2026-03-06 20:31:00
762,4,126,-2,2026-03-06 20:31:00
763,1,138,200,2026-03-07 08:00:00
764,2,138,200,2026-03-07 08:00:00
765,3,138,200,2026-03-07 08:00:00
766,4,138,200,2026-03-07 08:00:00
767,5,138,200,2026-03-07 08:00:00
768,6,138,200,2026-03-07 08:00:00
769,7,138,200,2026-03-07 08:00:00
770,8,138,200,2026-03-07 08:00:00
771,1,139,-2,2026-03-07 15:14:00
772,2,139,-2,2026-03-07 15:14:00
773,1,139,-2,2026-03-07 15:14:00
774,2,139,-2,2026-03-07 15:14:00
775,3,139,-2,2026-03-07 15:14:00
776,1,138,-1,2026-03-07 09:38:00
777,2,138,-1,2026-03-07 09:38:00
778,1,138,-2,2026-03-07 09:38:00
779,2,138,-2,2026-03-07 09:38:00
780,3,138,-2,2026-03-07 09:38:00
781,1,138,-1,2026-03-07 09:38:00
782,2,138,-1,2026-03-07 09:38:00
783,3,138,-1,2026-03-07 09:38:00
784,1,139,-1,2026-03-07 14:16:00
785,2,139,-1,2026-03-07 14:16:00
786,3,139,-1,2026-03-07 14:16:00
787,4,139,-2,2026-03-07 14:16:00
788,1,139,-1,2026-03-07 14:16:00
789,2,139,-1,2026-03-07 14:16:00
790,3,139,-1,2026-03-07 14:16:00
791,5,139,-2,2026-03-07 14:16:00
792,6,139,-2,2026-03-07 14:16:00
793,1,140,-2,2026-03-07 19:59:00
794,2,140,-2,2026-03-07 19:59:00
795,7,140,-2,2026-03-07 19:59:00
796,8,140,-4,2026-03-07 19:59:00
797,6,140,-2,2026-03-07 19:59:00
798,1,140,-2,2026-03-07 19:59:00
799,2,140,-2,2026-03-07 19:59:00
800,3,140,-2,2026-03-07 19:59:00
801,1,138,-2,2026-03-07 08:42:00
802,2,138,-2,2026-03-07 08:42:00
803,3,138,-2,2026-03-07 08:42:00
804,4,138,-4,2026-03-07 08:42:00
805,1,138,-1,2026-03-07 08:42:00
806,2,138,-1,2026-03-07 08:42:00
807,3,138,-1,2026-03-07 08:42:00
808,4,138,-2,2026-03-07 08:42:00
809,1,138,-2,2026-03-07 12:02:00
810,2,138,-2,2026-03-07 12:02:00
811,3,138,-2,2026-03-07 12:02:00
812,5,138,-4,2026-03-07 12:02:00
813,6,138,-4,2026-03-07 12:02:00
814,1,138,-1,2026-03-07 12:02:00
815,2,138,-1,2026-03-07 12:02:00
816,3,138,-1,2026-03-07 12:02:00
817,5,138,-2,2026-03-07 12:02:00
818,6,138,-2,2026-03-07 12:02:00
819,1,138,-1,2026-03-07 12:02:00
820,2,138,-1,2026-03-07 12:02:00
821,1,140,-2,2026-03-07 18:15:00
822,2,140,-2,2026-03-07 18:15:00
823,7,140,-2,2026-03-07 18:15:00
824,8,140,-4,2026-03-07 18:15:00
825,6,140,-2,2026-03-07 18:15:00
826,1,140,-2,2026-03-07 18:15:00
827,2,140,-2,2026-03-07 18:15:00
828,3,140,-2,2026-03-07 18:15:00
829,1,140,-2,2026-03-07 18:15:00
830,2,140,-2,2026-03-07 18:15:00
831,7,140,-2,2026-03-07 18:15:00
832,8,140,-4,2026-03-07 18:15:00
833,6,140,-2,2026-03-07 18:15:00
834,1,140,-1,2026-03-07 20:18:00
835,2,140,-1,2026-03-07 20:18:00
836,1,140,-1,2026-03-07 20:18:00
837,2,140,-1,2026-03-07 20:18:00
838,3,140,-1,2026-03-07 20:18:00
839,1,138,-1,2026-03-07 10:30:00
840,2,138,-1,2026-03-07 10:30:00
841,3,138,-1,2026-03-07 10:30:00
842,1,138,-1,2026-03-07 12:15:00
843,2,138,-1,2026-03-07 12:15:00
844,1,138,-1,2026-03-07 12:15:00
845,2,138,-1,2026-03-07 12:15:00
846,3,138,-1,2026-03-07 12:15:00
847,5,138,-2,2026-03-07 12:15:00
848,6,138,-2,2026-03-07 12:15:00
849,1,152,200,2026-03-08 08:00:00
850,2,152,200,2026-03-08 08:00:00
851,3,152,200,2026-03-08 08:00:00
852,4,152,200,2026-03-08 08:00:00
853,5,152,200,2026-03-08 08:00:00
854,6,152,200,2026-03-08 08:00:00
855,7,152,200,2026-03-08 08:00:00
856,8,152,200,2026-03-08 08:00:00
857,1,154,-1,2026-03-08 18:18:00
858,2,154,-1,2026-03-08 18:18:00
859,3,154,-1,2026-03-08 18:18:00
860,4,154,-2,2026-03-08 18:18:00
861,1,154,-1,2026-03-08 18:18:00
862,2,154,-1,2026-03-08 18:18:00
863,3,154,-1,2026-03-08 18:18:00
864,4,154,-2,2026-03-08 18:18:00
865,1,154,-1,2026-03-08 18:18:00
866,2,154,-1,2026-03-08 18:18:00
867,3,154,-1,2026-03-08 18:18:00
868,4,154,-2,2026-03-08 18:18:00
869,1,153,-2,2026-03-08 16:56:00
870,2,153,-2,2026-03-08 16:56:00
871,3,153,-2,2026-03-08 16:56:00
872,1,153,-2,2026-03-08 16:56:00
873,2,153,-2,2026-03-08 16:56:00
874,7,153,-2,2026-03-08 16:56:00
875,8,153,-4,2026-03-08 16:56:00
876,6,153,-2,2026-03-08 16:56:00
877,1,153,-1,2026-03-08 16:56:00
878,2,153,-1,2026-03-08 16:56:00
879,7,153,-1,2026-03-08 16:56:00
880,8,153,-2,2026-03-08 16:56:00
881,6,153,-1,2026-03-08 16:56:00
882,1,153,-1,2026-03-08 15:21:00
883,2,153,-1,2026-03-08 15:21:00
884,3,153,-1,2026-03-08 15:21:00
885,4,153,-2,2026-03-08 15:21:00
886,1,153,-1,2026-03-08 15:21:00
887,2,153,-1,2026-03-08 15:21:00
888,3,153,-1,2026-03-08 15:21:00
889,1,153,-2,2026-03-08 14:21:00
890,2,153,-2,2026-03-08 14:21:00
891,1,153,-1,2026-03-08 14:21:00
892,2,153,-1,2026-03-08 14:21:00
893,3,153,-1,2026-03-08 14:21:00
894,1,154,-1,2026-03-08 18:44:00
895,2,154,-1,2026-03-08 18:44:00
896,3,154,-1,2026-03-08 18:44:00
897,1,154,-2,2026-03-08 18:44:00
898,2,154,-2,2026-03-08 18:44:00
899,7,154,-2,2026-03-08 18:44:00
900,8,154,-4,2026-03-08 18:44:00
901,6,154,-2,2026-03-08 18:44:00
902,1,154,-2,2026-03-08 18:44:00
903,2,154,-2,2026-03-08 18:44:00
904,3,154,-2,2026-03-08 18:44:00
905,4,154,-4,2026-03-08 18:44:00
906,1,152,-1,2026-03-08 10:51:00
907,2,152,-1,2026-03-08 10:51:00
908,1,152,-2,2026-03-08 10:51:00
909,2,152,-2,2026-03-08 10:51:00
910,3,152,-2,2026-03-08 10:51:00
911,1,154,-2,2026-03-08 20:44:00
912,2,154,-2,2026-03-08 20:44:00
913,3,154,-2,2026-03-08 20:44:00
914,5,154,-4,2026-03-08 20:44:00
915,6,154,-4,2026-03-08 20:44:00
916,1,154,-2,2026-03-08 20:44:00
917,2,154,-2,2026-03-08 20:44:00
918,3,154,-2,2026-03-08 20:44:00
919,1,152,-2,2026-03-08 10:04:00
920,2,152,-2,2026-03-08 10:04:00
921,1,152,-1,2026-03-08 10:04:00
922,2,152,-1,2026-03-08 10:04:00
923,1,152,-2,2026-03-08 10:04:00
924,2,152,-2,2026-03-08 10:04:00
925,3,152,-2,2026-03-08 10:04:00
926,1,154,-1,2026-03-08 17:27:00
927,2,154,-1,2026-03-08 17:27:00
928,3,154,-1,2026-03-08 17:27:00
929,4,154,-2,2026-03-08 17:27:00
930,1,154,-1,2026-03-08 17:27:00
931,2,154,-1,2026-03-08 17:27:00
932,3,154,-1,2026-03-08 17:27:00
933,4,154,-2,2026-03-08 17:27:00
934,1,154,-2,2026-03-08 17:27:00
935,2,154,-2,2026-03-08 17:27:00
936,7,154,-2,2026-03-08 17:27:00
937,8,154,-4,2026-03-08 17:27:00
938,6,154,-2,2026-03-08 17:27:00
939,1,153,-1,2026-03-08 14:24:00
940,2,153,-1,2026-03-08 14:24:00
941,3,153,-1,2026-03-08 14:24:00
942,1,153,-2,2026-03-08 14:24:00
943,2,153,-2,2026-03-08 14:24:00
944,1,166,200,2026-03-09 08:00:00
945,2,166,200,2026-03-09 08:00:00
946,3,166,200,2026-03-09 08:00:00
947,4,166,200,2026-03-09 08:00:00
948,5,166,200,2026-03-09 08:00:00
949,6,166,200,2026-03-09 08:00:00
950,7,166,200,2026-03-09 08:00:00
951,8,166,200,2026-03-09 08:00:00
952,1,166,-1,2026-03-09 12:14:00
953,2,166,-1,2026-03-09 12:14:00
954,3,166,-1,2026-03-09 12:14:00
955,4,166,-2,2026-03-09 12:14:00
956,1,166,-2,2026-03-09 12:14:00
957,2,166,-2,2026-03-09 12:14:00
958,3,166,-2,2026-03-09 12:14:00
959,4,166,-4,2026-03-09 12:14:00
960,1,167,-1,2026-03-09 13:33:00
961,2,167,-1,2026-03-09 13:33:00
962,3,167,-1,2026-03-09 13:33:00
963,4,167,-2,2026-03-09 13:33:00
964,1,167,-1,2026-03-09 13:33:00
965,2,167,-1,2026-03-09 13:33:00
966,3,167,-1,2026-03-09 13:33:00
967,1,167,-1,2026-03-09 13:33:00
968,2,167,-1,2026-03-09 13:33:00
969,3,167,-1,2026-03-09 13:33:00
970,5,167,-2,2026-03-09 13:33:00
971,6,167,-2,2026-03-09 13:33:00
972,1,167,-2,2026-03-09 14:12:00
973,2,167,-2,2026-03-09 14:12:00
974,3,167,-2,2026-03-09 14:12:00
975,5,167,-4,2026-03-09 14:12:00
976,6,167,-4,2026-03-09 14:12:00
977,1,166,-2,2026-03-09 12:23:00
978,2,166,-2,2026-03-09 12:23:00
979,3,166,-2,2026-03-09 12:23:00
980,1,166,-2,2026-03-09 12:23:00
981,2,166,-2,2026-03-09 12:23:00
982,1,166,-1,2026-03-09 12:19:00
983,2,166,-1,2026-03-09 12:19:00
984,1,166,-1,2026-03-09 11:41:00
985,2,166,-1,2026-03-09 11:41:00
986,3,166,-1,2026-03-09 11:41:00
987,4,166,-2,2026-03-09 11:41:00
988,1,166,-2,2026-03-09 11:41:00
989,2,166,-2,2026-03-09 11:41:00
990,3,166,-2,2026-03-09 11:41:00
991,5,166,-4,2026-03-09 11:41:00
992,6,166,-4,2026-03-09 11:41:00
993,1,166,-1,2026-03-09 11:41:00
994,2,166,-1,2026-03-09 11:41:00
995,3,166,-1,2026-03-09 11:41:00
996,5,166,-2,2026-03-09 11:41:00
997,6,166,-2,2026-03-09 11:41:00
998,1,167,-1,2026-03-09 15:13:00
999,2,167,-1,2026-03-09 15:13:00
1000,3,167,-1,2026-03-09 15:13:00
1001,1,167,-1,2026-03-09 15:13:00
1002,2,167,-1,2026-03-09 15:13:00
1003,3,167,-1,2026-03-09 15:13:00
1004,1,168,-1,2026-03-09 20:13:00
1005,2,168,-1,2026-03-09 20:13:00
1006,1,168,-2,2026-03-09 20:13:00
1007,2,168,-2,2026-03-09 20:13:00
1008,1,167,-2,2026-03-09 16:37:00
1009,2,167,-2,2026-03-09 16:37:00
1010,3,167,-2,2026-03-09 16:37:00
1011,4,167,-4,2026-03-09 16:37:00
1012,1,166,-1,2026-03-09 11:42:00
1013,2,166,-1,2026-03-09 11:42:00
1014,3,166,-1,2026-03-09 11:42:00
1015,5,166,-2,2026-03-09 11:42:00
1016,6,166,-2,2026-03-09 11:42:00
1017,1,166,-2,2026-03-09 11:42:00
1018,2,166,-2,2026-03-09 11:42:00
1019,3,166,-2,2026-03-09 11:42:00
1020,1,180,200,2026-03-10 08:00:00
1021,2,180,200,2026-03-10 08:00:00
1022,3,180,200,2026-03-10 08:00:00
1023,4,180,200,2026-03-10 08:00:00
1024,5,180,200,2026-03-10 08:00:00
1025,6,180,200,2026-03-10 08:00:00
1026,7,180,200,2026-03-10 08:00:00
1027,8,180,200,2026-03-10 08:00:00
1028,1,182,-2,2026-03-10 20:48:00
1029,2,182,-2,2026-03-10 20:48:00
1030,7,182,-2,2026-03-10 20:48:00
1031,8,182,-4,2026-03-10 20:48:00
1032,6,182,-2,2026-03-10 20:48:00
1033,1,182,-1,2026-03-10 20:48:00
1034,2,182,-1,2026-03-10 20:48:00
1035,1,182,-1,2026-03-10 20:48:00
1036,2,182,-1,2026-03-10 20:48:00
1037,3,182,-1,2026-03-10 20:48:00
1038,5,182,-2,2026-03-10 20:48:00
1039,6,182,-2,2026-03-10 20:48:00
1040,1,181,-2,2026-03-10 13:35:00
1041,2,181,-2,2026-03-10 13:35:00
1042,3,181,-2,2026-03-10 13:35:00
1043,4,181,-4,2026-03-10 13:35:00
1044,1,180,-2,2026-03-10 08:20:00
1045,2,180,-2,2026-03-10 08:20:00
1046,3,180,-2,2026-03-10 08:20:00
1047,5,180,-4,2026-03-10 08:20:00
1048,6,180,-4,2026-03-10 08:20:00
1049,1,180,-2,2026-03-10 08:20:00
1050,2,180,-2,2026-03-10 08:20:00
1051,1,182,-2,2026-03-10 18:14:00
1052,2,182,-2,2026-03-10 18:14:00
1053,1,182,-1,2026-03-10 18:14:00
1054,2,182,-1,2026-03-10 18:14:00
1055,3,182,-1,2026-03-10 18:14:00
1056,4,182,-2,2026-03-10 18:14:00
1057,1,182,-2,2026-03-10 18:14:00
1058,2,182,-2,2026-03-10 18:14:00
1059,3,182,-2,2026-03-10 18:14:00
1060,4,182,-4,2026-03-10 18:14:00
1061,1,182,-2,2026-03-10 18:55:00
1062,2,182,-2,2026-03-10 18:55:00
1063,3,182,-2,2026-03-10 18:55:00
1064,1,182,-2,2026-03-10 19:46:00
1065,2,182,-2,2026-03-10 19:46:00
1066,3,182,-2,2026-03-10 19:46:00
1067,5,182,-4,2026-03-10 19:46:00
1068,6,182,-4,2026-03-10 19:46:00
1069,1,182,-2,2026-03-10 19:46:00
1070,2,182,-2,2026-03-10 19:46:00
1071,3,182,-2,2026-03-10 19:46:00
1072,4,182,-4,2026-03-10 19:46:00
1073,1,181,-2,2026-03-10 15:48:00
1074,2,181,-2,2026-03-10 15:48:00
1075,3,181,-2,2026-03-10 15:48:00
1076,5,181,-4,2026-03-10 15:48:00
1077,6,181,-4,2026-03-10 15:48:00
1078,1,181,-1,2026-03-10 15:48:00
1079,2,181,-1,2026-03-10 15:48:00
1080,3,181,-1,2026-03-10 15:48:00
1081,5,181,-2,2026-03-10 15:48:00
1082,6,181,-2,2026-03-10 15:48:00
1083,1,181,-1,2026-03-10 15:48:00
1084,2,181,-1,2026-03-10 15:48:00
1085,3,181,-1,2026-03-10 15:48:00
1086,4,181,-2,2026-03-10 15:48:00
1087,1,182,-2,2026-03-10 19:57:00
1088,2,182,-2,2026-03-10 19:57:00
1089,3,182,-2,2026-03-10 19:57:00
1090,4,182,-4,2026-03-10 19:57:00
1091,1,181,-2,2026-03-10 16:05:00
1092,2,181,-2,2026-03-10 16:05:00
1093,7,181,-2,2026-03-10 16:05:00
1094,8,181,-4,2026-03-10 16:05:00
1095,6,181,-2,2026-03-10 16:05:00
1096,1,180,-2,2026-03-10 08:28:00
1097,2,180,-2,2026-03-10 08:28:00
1098,3,180,-2,2026-03-10 08:28:00
1099,4,180,-4,2026-03-10 08:28:00
1100,1,194,200,2026-03-11 08:00:00
1101,2,194,200,2026-03-11 08:00:00
1102,3,194,200,2026-03-11 08:00:00
1103,4,194,200,2026-03-11 08:00:00
1104,5,194,200,2026-03-11 08:00:00
1105,6,194,200,2026-03-11 08:00:00
1106,7,194,200,2026-03-11 08:00:00
1107,8,194,200,2026-03-11 08:00:00
1108,1,196,-1,2026-03-11 17:31:00
1109,2,196,-1,2026-03-11 17:31:00
1110,3,196,-1,2026-03-11 17:31:00
1111,5,196,-2,2026-03-11 17:31:00
1112,6,196,-2,2026-03-11 17:31:00
1113,1,196,-2,2026-03-11 18:23:00
1114,2,196,-2,2026-03-11 18:23:00
1115,3,196,-2,2026-03-11 18:23:00
1116,1,196,-1,2026-03-11 18:23:00
1117,2,196,-1,2026-03-11 18:23:00
1118,3,196,-1,2026-03-11 18:23:00
1119,4,196,-2,2026-03-11 18:23:00
1120,1,196,-1,2026-03-11 17:04:00
1121,2,196,-1,2026-03-11 17:04:00
1122,7,196,-1,2026-03-11 17:04:00
1123,8,196,-2,2026-03-11 17:04:00
1124,6,196,-1,2026-03-11 17:04:00
1125,1,196,-2,2026-03-11 17:04:00
1126,2,196,-2,2026-03-11 17:04:00
1127,1,196,-2,2026-03-11 17:04:00
1128,2,196,-2,2026-03-11 17:04:00
1129,7,196,-2,2026-03-11 17:04:00
1130,8,196,-4,2026-03-11 17:04:00
1131,6,196,-2,2026-03-11 17:04:00
1132,1,195,-2,2026-03-11 16:36:00
1133,2,195,-2,2026-03-11 16:36:00
1134,7,195,-2,2026-03-11 16:36:00
1135,8,195,-4,2026-03-11 16:36:00
1136,6,195,-2,2026-03-11 16:36:00
1137,1,195,-2,2026-03-11 16:36:00
1138,2,195,-2,2026-03-11 16:36:00
1139,3,195,-2,2026-03-11 16:36:00
1140,4,195,-4,2026-03-11 16:36:00
1141,1,195,-1,2026-03-11 16:36:00
1142,2,195,-1,2026-03-11 16:36:00
1143,7,195,-1,2026-03-11 16:36:00
1144,8,195,-2,2026-03-11 16:36:00
1145,6,195,-1,2026-03-11 16:36:00
1146,1,196,-2,2026-03-11 19:32:00
1147,2,196,-2,2026-03-11 19:32:00
1148,7,196,-2,2026-03-11 19:32:00
1149,8,196,-4,2026-03-11 19:32:00
1150,6,196,-2,2026-03-11 19:32:00
1151,1,195,-2,2026-03-11 14:39:00
1152,2,195,-2,2026-03-11 14:39:00
1153,3,195,-2,2026-03-11 14:39:00
1154,1,195,-2,2026-03-11 14:39:00
1155,2,195,-2,2026-03-11 14:39:00
1156,3,195,-2,2026-03-11 14:39:00
1157,4,195,-4,2026-03-11 14:39:00
1158,1,196,-1,2026-03-11 19:40:00
1159,2,196,-1,2026-03-11 19:40:00
1160,3,196,-1,2026-03-11 19:40:00
1161,1,196,-1,2026-03-11 19:40:00
1162,2,196,-1,2026-03-11 19:40:00
1163,1,194,-2,2026-03-11 09:28:00
1164,2,194,-2,2026-03-11 09:28:00
1165,3,194,-2,2026-03-11 09:28:00
1166,1,194,-2,2026-03-11 09:28:00
1167,2,194,-2,2026-03-11 09:28:00
1168,3,194,-2,2026-03-11 09:28:00
1169,1,196,-1,2026-03-11 20:27:00
1170,2,196,-1,2026-03-11 20:27:00
1171,7,196,-1,2026-03-11 20:27:00
1172,8,196,-2,2026-03-11 20:27:00
1173,6,196,-1,2026-03-11 20:27:00
1174,1,196,-1,2026-03-11 20:27:00
1175,2,196,-1,2026-03-11 20:27:00
1176,3,196,-1,2026-03-11 20:27:00
1177,1,196,-1,2026-03-11 20:27:00
1178,2,196,-1,2026-03-11 20:27:00
1179,3,196,-1,2026-03-11 20:27:00
1180,5,196,-2,2026-03-11 20:27:00
1181,6,196,-2,2026-03-11 20:27:00
1182,1,196,-2,2026-03-11 20:19:00
1183,2,196,-2,2026-03-11 20:19:00
1184,3,196,-2,2026-03-11 20:19:00
1185,1,196,-1,2026-03-11 20:19:00
1186,2,196,-1,2026-03-11 20:19:00
1187,3,196,-1,2026-03-11 20:19:00
1188,1,196,-1,2026-03-11 20:19:00
1189,2,196,-1,2026-03-11 20:19:00
1190,1,208,200,2026-03-12 08:00:00
1191,2,208,200,2026-03-12 08:00:00
1192,3,208,200,2026-03-12 08:00:00
1193,4,208,200,2026-03-12 08:00:00
1194,5,208,200,2026-03-12 08:00:00
1195,6,208,200,2026-03-12 08:00:00
1196,7,208,200,2026-03-12 08:00:00
1197,8,208,200,2026-03-12 08:00:00
1198,1,210,-2,2026-03-12 17:59:00
1199,2,210,-2,2026-03-12 17:59:00
1200,1,209,-2,2026-03-12 15:37:00
1201,2,209,-2,2026-03-12 15:37:00
1202,1,209,-2,2026-03-12 15:33:00
1203,2,209,-2,2026-03-12 15:33:00
1204,3,209,-2,2026-03-12 15:33:00
1205,4,209,-4,2026-03-12 15:33:00
1206,1,209,-2,2026-03-12 16:47:00
1207,2,209,-2,2026-03-12 16:47:00
1208,7,209,-2,2026-03-12 16:47:00
1209,8,209,-4,2026-03-12 16:47:00
1210,6,209,-2,2026-03-12 16:47:00
1211,1,208,-1,2026-03-12 08:23:00
1212,2,208,-1,2026-03-12 08:23:00
1213,7,208,-1,2026-03-12 08:23:00
1214,8,208,-2,2026-03-12 08:23:00
1215,6,208,-1,2026-03-12 08:23:00
1216,1,208,-2,2026-03-12 08:23:00
1217,2,208,-2,2026-03-12 08:23:00
1218,7,208,-2,2026-03-12 08:23:00
1219,8,208,-4,2026-03-12 08:23:00
1220,6,208,-2,2026-03-12 08:23:00
1221,1,208,-1,2026-03-12 08:23:00
1222,2,208,-1,2026-03-12 08:23:00
1223,7,208,-1,2026-03-12 08:23:00
1224,8,208,-2,2026-03-12 08:23:00
1225,6,208,-1,2026-03-12 08:23:00
1226,1,208,-2,2026-03-12 08:13:00
1227,2,208,-2,2026-03-12 08:13:00
1228,1,209,-1,2026-03-12 14:05:00
1229,2,209,-1,2026-03-12 14:05:00
1230,3,209,-1,2026-03-12 14:05:00
1231,4,209,-2,2026-03-12 14:05:00
1232,1,209,-2,2026-03-12 14:05:00
1233,2,209,-2,2026-03-12 14:05:00
1234,7,209,-2,2026-03-12 14:05:00
1235,8,209,-4,2026-03-12 14:05:00
1236,6,209,-2,2026-03-12 14:05:00
1237,1,209,-1,2026-03-12 14:17:00
1238,2,209,-1,2026-03-12 14:17:00
1239,3,209,-1,2026-03-12 14:17:00
1240,1,209,-1,2026-03-12 14:17:00
1241,2,209,-1,2026-03-12 14:17:00
1242,7,209,-1,2026-03-12 14:17:00
1243,8,209,-2,2026-03-12 14:17:00
1244,6,209,-1,2026-03-12 14:17:00
1245,1,210,-2,2026-03-12 17:01:00
1246,2,210,-2,2026-03-12 17:01:00
1247,1,210,-1,2026-03-12 17:01:00
1248,2,210,-1,2026-03-12 17:01:00
1249,1,210,-2,2026-03-12 17:01:00
1250,2,210,-2,2026-03-12 17:01:00
1251,7,210,-2,2026-03-12 17:01:00
1252,8,210,-4,2026-03-12 17:01:00
1253,6,210,-2,2026-03-12 17:01:00
1254,1,209,-2,2026-03-12 13:11:00
1255,2,209,-2,2026-03-12 13:11:00
1256,3,209,-2,2026-03-12 13:11:00
1257,5,209,-4,2026-03-12 13:11:00
1258,6,209,-4,2026-03-12 13:11:00
1259,1,209,-2,2026-03-12 13:11:00
1260,2,209,-2,2026-03-12 13:11:00
1261,3,209,-2,2026-03-12 13:11:00
1262,5,209,-4,2026-03-12 13:11:00
